sample_idx,t_pc_s,segment_id,label,orta_acc_x,orta_acc_y,orta_acc_z,orta_gyro_x,orta_gyro_y,orta_gyro_z,sol_acc_x,sol_acc_y,sol_acc_z,sol_gyro_x,sol_gyro_y,sol_gyro_z,sag_acc_x,sag_acc_y,sag_acc_z,sag_gyro_x,sag_gyro_y,sag_gyro_z
4150,73.3059787,7,rest_final,1.1061,0.7183,9.1243,0.0679,0.0389,0.0067,0.3998,0.2274,9.9,0.0296,0.0386,0.0146,0.747,0.0287,9.8474,-0.013,-0.0594,-0.012
4151,73.3062642,7,rest_final,1.1037,0.7207,9.1818,0.0629,0.0386,0.0083,0.4429,0.2298,9.9024,0.0285,0.0402,0.0138,0.7446,0.0287,9.7755,-0.0109,-0.0605,-0.0138
4152,73.3065361,7,rest_final,1.1229,0.68,9.1315,0.0631,0.041,0.0099,0.4094,0.2562,9.8593,0.0325,0.0434,0.0101,0.7757,0.0192,9.8809,-0.0104,-0.0589,-0.0115
4153,73.3068063,7,rest_final,1.1157,0.6967,9.1291,0.0644,0.0413,0.0032,0.431,0.2322,9.8833,0.0282,0.0423,0.013,0.7901,0.0048,9.8186,-0.016,-0.0615,-0.0138
4154,73.3070799,7,rest_final,1.1325,0.7111,9.0836,0.0658,0.0365,0.0035,0.4046,0.237,9.9168,0.0269,0.0378,0.0152,0.7278,0.0239,9.8689,-0.0149,-0.0573,-0.0146
4155,73.3073565,7,rest_final,1.0846,0.7015,9.1506,0.0623,0.0383,0.0112,0.407,0.2849,9.9407,0.0248,0.0429,0.0125,0.7638,0.012,9.7659,-0.0115,-0.0551,-0.0152
4156,73.3076359,7,rest_final,1.0989,0.7207,9.1554,0.0581,0.0391,0.0037,0.4022,0.2251,9.8928,0.0301,0.0383,0.0099,0.7566,0.0335,9.8857,-0.0123,-0.0591,-0.0152
4157,73.3079081,7,rest_final,1.1468,0.6919,9.165,0.0626,0.0344,0.0091,0.4381,0.2538,9.912,0.0288,0.0383,0.0162,0.735,0.0311,9.8521,-0.0152,-0.0591,-0.0157
4158,73.3081746,7,rest_final,1.1157,0.6895,9.0884,0.0644,0.0418,0.0075,0.4262,0.2322,9.8737,0.028,0.0426,0.013,0.7542,0.0168,9.8426,-0.0117,-0.0554,-0.02
4159,73.3084534,7,rest_final,1.1468,0.6847,9.1243,0.0626,0.0381,0.004,0.395,0.249,9.9407,0.0296,0.0413,0.0104,0.7278,0.0024,9.833,-0.0136,-0.0589,-0.0157
4160,73.3087555,7,rest_final,1.1301,0.6871,9.1147,0.0687,0.037,0.0096,0.4405,0.2466,9.9311,0.0336,0.0344,0.0104,0.7877,0.0407,9.8114,-0.0093,-0.0589,-0.0157
4161,73.3090506,7,rest_final,1.0965,0.7183,9.2033,0.0655,0.041,0.0059,0.4381,0.2586,9.9575,0.0298,0.0383,0.0157,0.7685,0.0503,9.8689,-0.0133,-0.0626,-0.0133
4162,73.3093483,7,rest_final,1.1181,0.7063,9.1411,0.0636,0.0421,0.0059,0.4118,0.2418,9.8665,0.0306,0.0445,0.0125,0.7542,0.0072,9.7683,-0.0101,-0.0594,-0.016
4163,73.3096471,7,rest_final,1.1133,0.6967,9.1339,0.0623,0.0338,0.0064,0.3783,0.2131,9.9766,0.0341,0.041,0.0117,0.723,0.0096,9.8402,-0.0083,-0.0586,-0.0138
4164,73.3099459,7,rest_final,1.1181,0.6919,9.1051,0.0607,0.0397,0.008,0.4166,0.2418,9.9551,0.0272,0.0383,0.0128,0.7829,0.0431,9.8497,-0.0117,-0.0636,-0.0136
4165,73.3102538,7,rest_final,1.0965,0.7063,9.0884,0.0623,0.0413,0.0077,0.3974,0.2394,9.8976,0.0288,0.0381,0.0128,0.7254,0.0192,9.7899,-0.0125,-0.0607,-0.0128
4166,73.3105423,7,rest_final,1.1181,0.6608,9.1913,0.0658,0.0413,0.0048,0.4142,0.2155,9.9,0.0269,0.0386,0.0128,0.7494,0.0072,9.8354,-0.0133,-0.0605,-0.0117
4167,73.3108779,7,rest_final,1.0989,0.7039,9.1626,0.0644,0.037,0.0029,0.4022,0.1891,9.9144,0.0277,0.0394,0.0168,0.735,0.0527,9.8545,-0.0115,-0.0636,-0.0136
4168,73.3111545,7,rest_final,1.1061,0.6704,9.0812,0.0671,0.0381,0.0061,0.407,0.2538,9.8904,0.0325,0.0383,0.0149,0.7638,0.0096,9.8545,-0.0104,-0.0581,-0.0154
4169,73.311439,7,rest_final,1.1013,0.7015,9.1171,0.0623,0.0352,0.0085,0.4022,0.2203,9.9575,0.0312,0.0413,0.0104,0.7757,0.0215,9.8809,-0.0168,-0.0655,-0.0138
4170,73.31172,7,rest_final,1.1492,0.7063,9.1267,0.0636,0.0407,0.0053,0.3974,0.2418,9.9527,0.0266,0.0445,0.0099,0.7661,0.0311,9.8138,-0.0117,-0.0583,-0.0136
4171,73.3120034,7,rest_final,1.1181,0.6871,9.1147,0.0676,0.0397,0.0072,0.4334,0.249,9.8857,0.0248,0.0383,0.0107,0.7925,0.0575,9.8282,-0.0141,-0.0626,-0.0146
4172,73.3122871,7,rest_final,1.0918,0.7326,9.1028,0.0687,0.0349,0.0059,0.4022,0.2466,9.912,0.0309,0.0378,0.0168,0.7781,0.0383,9.8378,-0.0144,-0.0621,-0.017
4173,73.3125698,7,rest_final,1.1229,0.7111,9.1674,0.065,0.0421,0.0088,0.4214,0.1844,9.8976,0.0322,0.0346,0.0144,0.7901,0.0192,9.8881,-0.0107,-0.061,-0.0162
4174,73.3129029,7,rest_final,1.1253,0.7015,9.177,0.0621,0.0389,0.0117,0.407,0.2466,9.9311,0.0304,0.0383,0.0144,0.7398,0.0455,9.7971,-0.0101,-0.0623,-0.0152
4175,73.3131781,7,rest_final,1.1325,0.6967,9.1937,0.0668,0.0399,0.0077,0.431,0.2466,9.8833,0.0298,0.0399,0.0091,0.7542,0.0383,9.8593,-0.0138,-0.0634,-0.016
4176,73.3134502,7,rest_final,1.0798,0.7159,9.1051,0.0642,0.0394,0.0075,0.419,0.2442,9.924,0.0296,0.0389,0.0154,0.7566,0.0168,9.8928,-0.013,-0.0602,-0.0117
4177,73.3137208,7,rest_final,1.0894,0.6943,9.1315,0.0626,0.0378,0.0061,0.3735,0.2227,9.8713,0.0282,0.036,0.0104,0.759,0.0575,9.8593,-0.013,-0.0655,-0.0136
4178,73.3139867,7,rest_final,1.1372,0.7015,9.1411,0.0671,0.0399,0.0091,0.3807,0.2131,9.9144,0.0298,0.0376,0.0123,0.7326,0.0599,9.8569,-0.0136,-0.0591,-0.02
4179,73.3142664,7,rest_final,1.0534,0.7015,9.1219,0.0642,0.0394,0.0064,0.4573,0.1963,9.8569,0.0272,0.0386,0.0085,0.7374,0.0359,9.8713,-0.0117,-0.0636,-0.0149
4180,73.3145384,7,rest_final,1.1277,0.6823,9.1028,0.0602,0.0386,0.0045,0.3711,0.2298,9.8737,0.0304,0.0445,0.0146,0.7542,0.0575,9.8306,-0.0115,-0.0642,-0.0144
4181,73.3148026,7,rest_final,1.1588,0.6991,9.1339,0.0684,0.0399,0.0115,0.395,0.2418,9.8617,0.0306,0.0402,0.0141,0.8092,0.0024,9.9072,-0.0138,-0.0589,-0.0112
4182,73.3150787,7,rest_final,1.1061,0.7302,9.098,0.0652,0.0437,0.0101,0.4501,0.2274,9.9695,0.0325,0.0365,0.0125,0.7709,0.0335,9.8043,-0.0117,-0.0581,-0.0168
4183,73.3153539,7,rest_final,1.1301,0.7111,9.1363,0.0658,0.0362,0.0085,0.4549,0.2274,9.9048,0.0322,0.0407,0.0115,0.7542,0.0407,9.7683,-0.0072,-0.0586,-0.0123
4184,73.315618,7,rest_final,1.1301,0.68,9.1506,0.0607,0.0429,0.0053,0.3807,0.2322,9.9144,0.0304,0.0368,0.0157,0.7159,0.0144,9.7803,-0.0128,-0.0607,-0.0152
4185,73.3158867,7,rest_final,1.1372,0.735,9.1482,0.0602,0.0394,0.0043,0.4094,0.2298,9.9359,0.0269,0.0429,0.012,0.7925,0.012,9.8354,-0.0138,-0.0607,-0.0136
4186,73.316151,7,rest_final,1.1061,0.6943,9.1411,0.0621,0.0391,0.0069,0.4214,0.237,9.9048,0.0288,0.0413,0.0146,0.7638,0.0455,9.833,-0.0091,-0.0621,-0.0144
4187,73.3164277,7,rest_final,1.1372,0.7159,9.098,0.0644,0.0407,0.0059,0.4046,0.2179,9.9359,0.0306,0.0405,0.013,0.7709,0.0311,9.8282,-0.0136,-0.0597,-0.0125
4188,73.3167,7,rest_final,1.1372,0.7015,9.1578,0.0636,0.0439,0.0061,0.4142,0.2322,9.9096,0.0314,0.0389,0.0136,0.759,0.0168,9.7731,-0.0128,-0.0642,-0.013
4189,73.3169682,7,rest_final,1.075,0.7111,9.0788,0.0597,0.0413,0.0069,0.3903,0.2203,9.8976,0.0301,0.0397,0.0123,0.7757,-0.0263,9.8402,-0.0133,-0.0578,-0.0125
4190,73.3172414,7,rest_final,1.1109,0.7446,9.1363,0.061,0.0426,0.0061,0.4046,0.2155,9.9048,0.0264,0.0391,0.0154,0.747,0.0335,9.8785,-0.012,-0.0607,-0.0115
4191,73.317507,7,rest_final,1.1181,0.6656,9.0908,0.0647,0.0402,0.0059,0.3855,0.2179,9.9192,0.0288,0.0405,0.0138,0.7853,0.0239,9.8713,-0.0101,-0.0599,-0.0149
4192,73.3177686,7,rest_final,1.1109,0.7302,9.1435,0.0668,0.0378,0.0056,0.3543,0.2466,9.8976,0.0298,0.0373,0.0123,0.7661,0.0575,9.8426,-0.0104,-0.0629,-0.0112
4193,73.3180595,7,rest_final,1.1085,0.7207,9.1051,0.0618,0.0354,0.0072,0.4118,0.2274,9.9216,0.0325,0.0368,0.0136,0.7422,0.0192,9.8857,-0.0128,-0.0615,-0.0157
4194,73.3183399,7,rest_final,1.1013,0.6967,9.1315,0.0631,0.0423,0.0061,0.3783,0.2322,9.9407,0.0309,0.0399,0.0112,0.747,0.0215,9.8593,-0.012,-0.0613,-0.012
4195,73.3186111,7,rest_final,1.1229,0.7135,9.1698,0.0597,0.0389,0.0091,0.4046,0.2538,9.9048,0.0293,0.0397,0.0096,0.7254,0.0048,9.8186,-0.0133,-0.0581,-0.0141
4196,73.3188765,7,rest_final,1.1157,0.6871,9.1243,0.0631,0.0439,0.0083,0.4094,0.2394,9.924,0.0288,0.0397,0.012,0.7422,0.0192,9.833,-0.012,-0.0559,-0.0157
4197,73.3191458,7,rest_final,1.1372,0.7326,9.1363,0.0642,0.037,0.0077,0.3926,0.2179,9.8785,0.0272,0.0426,0.0109,0.7542,0.0335,9.8497,-0.0136,-0.0647,-0.0152
4198,73.319412,7,rest_final,1.0989,0.7135,9.0884,0.0636,0.0368,0.0067,0.4094,0.2634,9.9575,0.0277,0.0421,0.0117,0.7278,0.0287,9.8186,-0.0125,-0.0591,-0.0162
4199,73.3196816,7,rest_final,1.1061,0.7207,9.1315,0.0618,0.0391,0.0083,0.4166,0.2274,9.9072,0.0272,0.0418,0.0136,0.7446,0.0359,9.8857,-0.0109,-0.0615,-0.0123
4200,73.3199494,7,rest_final,1.0989,0.7446,9.2081,0.0663,0.0352,0.0056,0.4118,0.2346,9.8928,0.0264,0.0405,0.0144,0.7494,0.0599,9.8857,-0.0083,-0.0583,-0.0165
4201,73.3202117,7,rest_final,1.1253,0.723,9.1387,0.0578,0.0383,0.0051,0.3687,0.2442,9.8497,0.0274,0.0378,0.0128,0.7254,0.0527,9.8234,-0.0109,-0.0618,-0.0162
4202,73.3205164,7,rest_final,1.0798,0.6919,9.1746,0.0631,0.0431,0.0072,0.3855,0.237,9.9024,0.032,0.0405,0.0154,0.7733,0.0622,9.8114,-0.0091,-0.057,-0.0152
4203,73.3208269,7,rest_final,1.142,0.7302,9.2057,0.0652,0.0381,0.0104,0.4334,0.2203,9.9168,0.0306,0.0389,0.0101,0.7326,0.0311,9.8138,-0.0101,-0.0597,-0.0136
4204,73.3211328,7,rest_final,1.142,0.7159,9.1051,0.0642,0.0383,0.0069,0.3615,0.2322,9.8545,0.028,0.0402,0.0136,0.7422,0.0287,9.8234,-0.0128,-0.0613,-0.0138
4205,73.3214972,7,rest_final,1.1253,0.735,9.1578,0.0607,0.0405,0.0096,0.4022,0.2179,9.9359,0.029,0.0378,0.0149,0.7661,0.0144,9.9024,-0.0109,-0.0599,-0.0152
4206,73.3218038,7,rest_final,1.1205,0.6991,9.1818,0.0647,0.0413,0.0088,0.3974,0.2179,9.9383,0.0293,0.0405,0.0144,0.7638,0.0287,9.8713,-0.0125,-0.0594,-0.0152
4207,73.3220807,7,rest_final,1.1205,0.7135,9.1602,0.0658,0.0381,0.0107,0.3855,0.249,9.8737,0.0306,0.0431,0.012,0.7733,0.0527,9.809,-0.0104,-0.0607,-0.0141
4208,73.3223627,7,rest_final,1.1372,0.7015,9.1267,0.0642,0.0346,0.0125,0.3926,0.2538,9.9096,0.0314,0.0402,0.012,0.7183,0.0144,9.8785,-0.0123,-0.0644,-0.0157
4209,73.3226527,7,rest_final,1.1349,0.6991,9.165,0.0623,0.0399,0.0048,0.4022,0.2849,9.8857,0.0277,0.036,0.0157,0.7829,0.0287,9.8402,-0.013,-0.0618,-0.0144
4210,73.3230286,7,rest_final,1.1325,0.7015,9.165,0.0639,0.0349,0.0061,0.3903,0.237,9.9168,0.0272,0.041,0.0152,0.7614,0.0263,9.8402,-0.0104,-0.0602,-0.0117
4211,73.3233152,7,rest_final,1.0774,0.6919,9.1482,0.0644,0.0413,0.0061,0.3831,0.2251,9.9455,0.0301,0.0399,0.0165,0.7614,0.0239,9.8019,-0.0107,-0.0605,-0.0104
4212,73.3235849,7,rest_final,1.1277,0.7015,9.165,0.0594,0.0386,0.0093,0.395,0.2514,9.9144,0.028,0.0418,0.0144,0.7685,0.0431,9.821,-0.0088,-0.0605,-0.0152
4213,73.3238712,7,rest_final,1.1253,0.7302,9.1339,0.066,0.0397,0.0091,0.407,0.2298,9.9671,0.0312,0.0368,0.0165,0.747,0.0192,9.8809,-0.0138,-0.0655,-0.0144
4214,73.3241567,7,rest_final,1.1181,0.747,9.1243,0.0674,0.0418,0.0059,0.3807,0.2251,9.9192,0.0285,0.0354,0.0141,0.7614,0.0287,9.7875,-0.0117,-0.0589,-0.0146
4215,73.3244994,7,rest_final,1.1349,0.7015,9.1435,0.0623,0.0391,0.0053,0.3855,0.2322,9.9072,0.0298,0.0381,0.012,0.7422,0.0527,9.8043,-0.0112,-0.0652,-0.0189
4216,73.3248087,7,rest_final,1.1253,0.7207,9.1578,0.0642,0.0421,0.0061,0.3807,0.2107,9.9072,0.032,0.0389,0.012,0.7709,0.0718,9.8833,-0.0128,-0.0567,-0.0146
4217,73.3250842,7,rest_final,1.1229,0.7398,9.1363,0.0652,0.0341,0.0067,0.4381,0.2035,9.9096,0.033,0.0386,0.0136,0.7685,0.0263,9.8497,-0.012,-0.0636,-0.0154
4218,73.3253562,7,rest_final,1.142,0.7374,9.1123,0.0668,0.0431,0.0096,0.3903,0.2658,9.8785,0.0298,0.041,0.0101,0.7422,0.0287,9.8258,-0.0091,-0.0578,-0.012
4219,73.3256367,7,rest_final,1.1229,0.7063,9.1387,0.0639,0.0447,0.0056,0.3807,0.2251,9.9383,0.0312,0.0381,0.0138,0.7733,0.0239,9.8952,-0.0115,-0.0613,-0.0149
4220,73.3259025,7,rest_final,1.1349,0.7278,9.1315,0.0695,0.0378,0.0043,0.419,0.2346,9.9311,0.0296,0.0405,0.0093,0.7661,0.0311,9.8761,-0.0152,-0.0615,-0.0138
4221,73.3261747,7,rest_final,1.1157,0.6919,9.1866,0.061,0.0389,0.0125,0.431,0.2251,9.9479,0.0296,0.037,0.0109,0.7566,-0.0192,9.9455,-0.0083,-0.0573,-0.0144
4222,73.3264634,7,rest_final,1.1325,0.7326,9.1171,0.0636,0.0344,0.0067,0.3998,0.2418,9.9527,0.0301,0.0405,0.0157,0.7685,0.0575,9.8474,-0.0136,-0.0639,-0.0149
4223,73.3267299,7,rest_final,1.0558,0.6847,9.1961,0.0594,0.0399,0.0077,0.395,0.2155,9.9264,0.0306,0.0386,0.0136,0.7422,0.0168,9.8402,-0.0117,-0.0639,-0.0112
4224,73.3270013,7,rest_final,1.1396,0.7015,9.1243,0.0663,0.037,0.0088,0.3855,0.2322,9.9,0.0317,0.0389,0.012,0.7326,0.0335,9.8761,-0.0104,-0.0573,-0.0125
4225,73.3272746,7,rest_final,1.0798,0.7015,9.1482,0.0618,0.037,0.0104,0.395,0.2705,9.8881,0.0285,0.0418,0.0136,0.7542,0.0359,9.8689,-0.0096,-0.0599,-0.0123
4226,73.3275529,7,rest_final,1.1349,0.7015,9.1985,0.066,0.0399,0.0077,0.407,0.2418,9.9671,0.0336,0.0405,0.0138,0.7518,0.0192,9.8378,-0.012,-0.0602,-0.0165
4227,73.3278498,7,rest_final,1.0989,0.7111,9.2009,0.0658,0.0421,0.0061,0.419,0.2322,9.8761,0.0296,0.0376,0.0115,0.735,0.0287,9.8162,-0.0128,-0.0629,-0.0117
4228,73.3281773,7,rest_final,1.1636,0.6967,9.1315,0.0644,0.0415,0.0075,0.4022,0.2083,9.9096,0.0309,0.0386,0.0186,0.7877,0.0431,9.8258,-0.0123,-0.0607,-0.0162
4229,73.328473,7,rest_final,1.1396,0.7039,9.1482,0.0636,0.0431,0.0091,0.3974,0.2227,9.8928,0.0256,0.0354,0.0144,0.7781,0.0239,9.8689,-0.0149,-0.0668,-0.0144
4230,73.328747,7,rest_final,1.1205,0.6991,9.177,0.0655,0.036,0.0088,0.4238,0.2298,9.8569,0.025,0.0386,0.0133,0.7494,0.0359,9.7348,-0.0136,-0.0629,-0.013
4231,73.3290127,7,rest_final,1.1396,0.6943,9.1722,0.0636,0.0399,0.0085,0.395,0.2346,9.9647,0.0296,0.0421,0.0138,0.7398,-0.0048,9.7971,-0.0128,-0.0557,-0.0168
4232,73.3292856,7,rest_final,1.0942,0.6704,9.1578,0.0642,0.0352,0.0069,0.3926,0.249,9.8952,0.0296,0.0445,0.0107,0.7781,0.0479,9.8617,-0.0075,-0.0591,-0.0176
4233,73.3295544,7,rest_final,1.0918,0.6895,9.1578,0.0631,0.0399,0.004,0.4118,0.2442,9.833,0.0336,0.0381,0.0125,0.7877,0.0742,9.845,-0.0109,-0.0623,-0.017
4234,73.3298207,7,rest_final,1.1923,0.7398,9.0908,0.0629,0.0413,0.0043,0.431,0.1963,9.8881,0.0248,0.0429,0.0125,0.7877,0.0431,9.8138,-0.0133,-0.0573,-0.0117
4235,73.3300876,7,rest_final,1.1325,0.7183,9.1866,0.0613,0.0365,0.0051,0.3926,0.1891,9.9527,0.0256,0.0391,0.0101,0.7398,0.0335,9.8833,-0.0128,-0.0567,-0.0104
4236,73.3303682,7,rest_final,1.0606,0.6991,9.1626,0.0647,0.0423,0.0069,0.4094,0.2179,9.9096,0.029,0.0383,0.0138,0.7446,0.067,9.7995,-0.0109,-0.0591,-0.0152
4237,73.3306339,7,rest_final,1.0798,0.6895,9.1698,0.0621,0.036,0.0059,0.4214,0.2322,9.9192,0.0341,0.0368,0.0162,0.723,0.0718,9.7899,-0.0123,-0.0666,-0.0101
4238,73.3309083,7,rest_final,1.1181,0.7278,9.0644,0.0639,0.0399,0.0077,0.4166,0.1915,9.9383,0.0288,0.0407,0.0109,0.7111,0.012,9.8521,-0.0101,-0.0631,-0.0128
4239,73.3311729,7,rest_final,1.1349,0.68,9.1171,0.0668,0.0365,0.0091,0.4118,0.1604,9.8952,0.0301,0.0418,0.0138,0.7398,0.0431,9.8282,-0.0125,-0.0631,-0.017
4240,73.3314371,7,rest_final,1.1492,0.7039,9.0644,0.0594,0.0365,0.0064,0.395,0.2729,9.8569,0.0306,0.0354,0.0136,0.7781,0.0048,9.8617,-0.0104,-0.0605,-0.0173
4241,73.3319034,7,rest_final,1.1372,0.7374,9.1722,0.066,0.0426,0.0072,0.3639,0.2298,9.8761,0.0312,0.0405,0.0136,0.7733,0.0622,9.8617,-0.0136,-0.061,-0.0144
4242,73.332182,7,rest_final,1.0989,0.6943,9.1051,0.0602,0.0405,0.0069,0.3783,0.2322,9.9431,0.0349,0.0368,0.0165,0.7374,0.0096,9.8545,-0.0117,-0.0644,-0.0141
4243,73.3324615,7,rest_final,1.1157,0.7087,9.1626,0.0631,0.0368,0.0075,0.4046,0.2634,9.9383,0.0341,0.036,0.012,0.7302,0.0239,9.8306,-0.0144,-0.0618,-0.0123
4244,73.3419862,7,rest_final,1.1277,0.7039,9.1243,0.0562,0.0383,0.0083,0.4142,0.2442,9.9695,0.0306,0.0415,0.0136,0.735,0.0383,9.845,-0.0128,-0.0618,-0.0136
4245,73.3726872,7,rest_final,1.1133,0.7302,9.0453,0.0634,0.0378,0.0051,0.4238,0.249,9.9072,0.0285,0.0405,0.0146,0.7829,0.0144,9.833,-0.0138,-0.0581,-0.0123
4246,73.3885344,7,rest_final,1.1013,0.6967,9.1363,0.0639,0.0402,0.0061,0.4238,0.2442,9.9,0.0285,0.0421,0.0123,0.7757,0.0192,9.8545,-0.0128,-0.061,-0.0149
4247,73.4044746,7,rest_final,1.1277,0.6871,9.1937,0.0642,0.0407,0.0021,0.3543,0.2298,9.9335,0.0304,0.0383,0.0133,0.7278,0.0287,9.8593,-0.0144,-0.0605,-0.0146
4248,73.4195728,7,rest_final,1.0894,0.723,9.1315,0.0647,0.0399,0.0099,0.3974,0.1748,9.9623,0.0306,0.0386,0.0152,0.759,0.0359,9.8641,-0.016,-0.0636,-0.0165
4249,73.435685,7,rest_final,1.1133,0.7111,9.177,0.0626,0.0399,0.0091,0.4262,0.249,9.8737,0.0296,0.0394,0.012,0.7661,0.0646,9.8497,-0.0123,-0.0621,-0.0165
4250,73.4515808,7,rest_final,1.0989,0.7135,9.1339,0.0671,0.0394,0.0064,0.3903,0.2514,9.9575,0.0301,0.0415,0.0165,0.7733,0.0168,9.7181,-0.0115,-0.0621,-0.0128
4251,73.4678321,7,rest_final,1.0918,0.7302,9.1219,0.061,0.0349,0.0075,0.4334,0.2035,9.8952,0.0328,0.0357,0.0133,0.7398,0.0383,9.8521,-0.0162,-0.0642,-0.0117
4252,73.4881148,7,rest_final,1.1229,0.7111,9.2057,0.0674,0.0349,0.0064,0.4238,0.2322,9.9311,0.0301,0.0415,0.0154,0.7685,0.0096,9.7995,-0.0128,-0.0636,-0.0154
4253,73.5020009,7,rest_final,1.1109,0.7278,9.1291,0.0639,0.041,0.008,0.4262,0.2442,9.9623,0.0306,0.0407,0.0157,0.7278,-0.0144,9.8426,-0.0077,-0.0636,-0.0146
4254,73.5327111,7,rest_final,1.1085,0.6991,9.1506,0.0636,0.0399,0.0061,0.4238,0.2203,9.9,0.037,0.0391,0.0173,0.7278,0.0503,9.8593,-0.0107,-0.0629,-0.0146
4255,73.5486966,7,rest_final,1.1349,0.6895,9.1315,0.065,0.0418,0.0072,0.4094,0.2394,9.9766,0.0288,0.0397,0.0123,0.7542,0.0359,9.8689,-0.0115,-0.0639,-0.0101
4256,73.5640928,7,rest_final,1.1516,0.6967,9.1435,0.0599,0.0402,0.0048,0.4214,0.2442,9.9024,0.0258,0.0389,0.0138,0.7494,0.0215,9.7875,-0.0123,-0.0591,-0.0144
4257,73.5799036,7,rest_final,1.1372,0.7135,9.1554,0.0666,0.0399,-0.0005,0.4262,0.2298,9.9,0.0309,0.0429,0.0154,0.7685,0.0144,9.8593,-0.0088,-0.0597,-0.0117
4258,73.6006492,7,rest_final,1.1181,0.7278,9.098,0.0631,0.0349,0.0013,0.4166,0.2155,9.9,0.0298,0.0402,0.0154,0.735,0.0287,9.8114,-0.0104,-0.0607,-0.0141
4259,73.6159467,7,rest_final,1.0989,0.668,9.2009,0.0629,0.0362,0.0064,0.4118,0.2322,9.9192,0.0293,0.0434,0.0128,0.7661,0.0263,9.7947,-0.012,-0.0602,-0.0144
4260,73.6315999,7,rest_final,1.0918,0.7326,9.1506,0.0647,0.0405,0.0088,0.419,0.2538,9.9264,0.0269,0.041,0.0178,0.747,0.0335,9.7827,-0.0141,-0.0618,-0.0141
4261,73.6474463,7,rest_final,1.1037,0.7135,9.1147,0.0599,0.0402,0.0069,0.3998,0.2538,9.9288,0.0277,0.0386,0.0178,0.7685,0.0383,9.8234,-0.013,-0.0676,-0.0141
4262,73.6773444,7,rest_final,1.1181,0.7302,9.1602,0.0605,0.0378,0.0083,0.4453,0.2442,9.9192,0.0277,0.0407,0.0176,0.7494,0.0287,9.8521,-0.0109,-0.0599,-0.0152
4263,73.6951954,7,rest_final,1.1372,0.6919,9.0932,0.0607,0.0344,0.0088,0.4238,0.2203,9.9551,0.0282,0.0381,0.0093,0.7542,0.0311,9.8162,-0.0112,-0.0621,-0.0123
4264,73.7034855,7,rest_final,1.1181,0.68,9.1339,0.0652,0.037,0.0056,0.3663,0.2179,9.9862,0.0317,0.0341,0.0099,0.7925,0.012,9.8426,-0.0088,-0.0602,-0.0144
4265,73.7188191,7,rest_final,1.1229,0.6704,9.1459,0.0607,0.0391,0.0051,0.3855,0.2346,9.9407,0.0285,0.0349,0.0189,0.7685,0.0048,9.8593,-0.012,-0.0618,-0.0157
4266,73.750543,7,rest_final,1.1205,0.7183,9.1937,0.0636,0.0389,0.0072,0.4142,0.2179,9.9479,0.0328,0.0383,0.016,0.7805,0.012,9.8857,-0.0112,-0.0642,-0.0149
4267,73.7659772,7,rest_final,1.1277,0.7302,9.1267,0.065,0.0383,0.0093,0.407,0.237,9.9407,0.029,0.0442,0.0109,0.7661,0.0215,9.8378,-0.0093,-0.0607,-0.0136
4268,73.7816394,7,rest_final,1.142,0.6704,9.1554,0.0591,0.0368,0.0053,0.3687,0.2155,9.9288,0.0298,0.0376,0.0128,0.7757,0.0239,9.7875,-0.0117,-0.0631,-0.0123
4269,73.7973336,7,rest_final,1.1564,0.7302,9.1506,0.0639,0.0423,0.0083,0.4238,0.2298,9.9168,0.0304,0.0391,0.0152,0.759,0.0096,9.8282,-0.0144,-0.0599,-0.0144
4270,73.8133474,7,rest_final,1.1277,0.735,9.1051,0.066,0.0413,0.0045,0.3831,0.2107,9.8928,0.0266,0.0407,0.0115,0.7302,0.0479,9.8665,-0.0125,-0.0626,-0.0125
4271,73.8291829,7,rest_final,1.1444,0.7135,9.1267,0.0674,0.0381,0.0069,0.4118,0.2394,9.8474,0.0285,0.0415,0.0152,0.7542,0.0431,9.833,-0.0088,-0.0639,-0.0144
4272,73.8450537,7,rest_final,1.0894,0.6871,9.0908,0.0631,0.0391,0.0099,0.4334,0.2586,9.9024,0.0341,0.037,0.0133,0.7159,-0.0024,9.8857,-0.0112,-0.0602,-0.0173
4273,73.862883,7,rest_final,1.1133,0.7135,9.1171,0.0663,0.0381,0.0051,0.3903,0.2322,9.9407,0.0277,0.0381,0.0154,0.7709,0.0168,9.8234,-0.0146,-0.0618,-0.0152
4274,73.8818383,7,rest_final,1.0894,0.6919,9.1435,0.0644,0.0349,0.0083,0.3759,0.2227,9.9479,0.029,0.0391,0.0136,0.7494,0.0527,9.8569,-0.0117,-0.0599,-0.0112
4275,73.8977705,7,rest_final,1.1229,0.6776,9.1339,0.0663,0.0383,0.0064,0.4022,0.2107,9.9264,0.0296,0.0394,0.0112,0.747,0.0192,9.8474,-0.0149,-0.0599,-0.013
4276,73.9294942,7,rest_final,1.1229,0.68,9.0956,0.0583,0.0394,0.0077,0.4262,0.1987,9.9192,0.0333,0.041,0.0123,0.7733,-0.0096,9.8545,-0.0085,-0.0636,-0.0112
4277,73.9451688,7,rest_final,1.1085,0.6919,9.1387,0.0613,0.0391,0.0051,0.407,0.2322,9.9311,0.0264,0.045,0.0115,0.7853,0.0215,9.8186,-0.0138,-0.0631,-0.0144
